accel1_rms,accel2_rms,current,pressure,temperature,thermocouple,voltage,flow_rate
0.0261248,0.0397102,1.37941,0.054711,79.6494,26.1033,236.416,32.9962
0.0266547,0.0408617,1.05959,-0.273216,79.6655,26.0979,244.006,32.004
0.0263186,0.0402125,0.618715,0.382638,79.6378,26.0879,225.181,32.0
0.026028,0.0402262,0.837189,0.382638,79.648,26.0879,229.133,32.0
0.0264368,0.0401225,0.656911,-0.273216,79.6955,26.0944,231.202,32.0
0.0258875,0.0388715,1.03698,0.054711,79.846,26.0949,234.932,32.0
0.025784,0.0389665,1.05846,0.054711,79.7877,26.0946,213.944,32.9962
0.0257305,0.0387046,1.08505,0.710565,79.7677,26.0881,227.279,32.004
0.0263541,0.0395255,1.36818,0.054711,79.7506,26.0841,242.831,32.9962
0.0257275,0.0395144,1.29412,0.054711,79.8172,26.0915,228.952,32.004
0.0257147,0.0404548,1.09087,-0.273216,79.7182,26.0916,242.326,32.0
0.0263972,0.0394565,0.810603,-0.273216,79.6504,26.0916,227.948,32.0
0.026067,0.0393725,0.927222,0.382638,79.7052,26.0853,250.939,32.9962
0.0262879,0.0404435,1.25469,0.382638,79.773,26.0984,234.751,32.004
0.0260342,0.0398993,1.0507,0.054711,79.7489,26.0946,232.533,32.0
0.0262815,0.0406818,0.830506,0.710565,79.8053,26.0833,230.087,32.9962
0.0260689,0.04049,0.796687,0.382638,79.757,26.093,224.09,32.004
0.0263579,0.041154,1.15645,-0.273216,79.757,26.081,233.922,32.0
0.0268624,0.0413162,1.14768,0.054711,79.6952,26.097,222.673,32.0
0.0265684,0.0407712,1.05338,0.054711,79.8696,26.0926,228.886,32.9962
0.0266343,0.0406039,1.2333,0.054711,79.7894,26.0953,224.694,32.004
0.0265313,0.0393406,1.12905,-0.273216,79.7724,26.0936,217.676,32.0
0.0260603,0.040158,1.54173,0.054711,79.7436,26.1044,253.888,32.0
0.0261715,0.0402094,1.50927,0.710565,79.7648,26.0937,251.174,32.0
0.0264469,0.0401019,1.30462,0.054711,79.7336,26.0874,240.57,32.0
0.0264138,0.0392294,1.20907,0.054711,79.833,26.0803,234.672,32.0
0.0264454,0.0392627,1.01569,0.054711,79.5685,26.0878,234.126,32.0
0.026104,0.0389705,1.31993,0.054711,79.6428,26.095,233.734,32.0
0.0261329,0.0387187,1.23769,0.054711,79.7966,26.0893,224.668,32.0
0.0259899,0.0386016,1.35562,0.054711,79.6409,26.0869,239.693,32.0
0.0260646,0.0404122,1.48915,0.054711,79.6207,26.0857,247.935,32.0
0.0263321,0.03907,1.43384,0.382638,79.6042,26.0848,241.789,32.0
0.0260437,0.0392131,1.01197,0.382638,79.672,26.0848,227.533,32.0
0.0263968,0.0396946,1.06796,0.054711,79.6817,26.0969,238.798,32.0
0.0260604,0.0397425,1.51597,-0.273216,79.5427,26.0893,244.714,32.0
0.0262945,0.0402022,1.21434,0.382638,79.4673,26.0938,231.934,32.0
0.0257999,0.039286,0.994989,0.382638,79.5217,26.0903,224.021,32.0
0.0264705,0.0409727,1.42914,0.054711,79.4166,26.0976,238.637,32.0
0.0265178,0.0403566,1.31798,0.054711,79.4581,26.0874,224.237,32.0
0.0264803,0.0416299,0.797042,0.382638,79.465,26.0882,225.664,32.0
0.0268215,0.0405026,0.878534,0.054711,79.4072,26.0865,233.762,32.0
0.0259449,0.0400833,1.08256,0.054711,79.4711,26.0811,237.089,32.0
0.0264904,0.040783,0.862878,0.382638,79.4839,26.0857,228.585,32.0
0.0264057,0.0406896,1.20935,0.382638,79.4064,26.0835,239.79,32.0
0.0264017,0.0408757,0.419504,-0.273216,79.4252,26.0803,221.089,32.0
0.0263397,0.0406812,0.694006,-0.601143,79.3781,26.084,221.734,32.0
0.0271655,0.0412016,0.829534,0.382638,79.4045,26.0904,225.665,32.0
0.0264453,0.0413796,0.596989,0.054711,79.4168,26.0745,226.637,32.0
0.0266615,0.0406009,0.818476,-0.273216,79.4895,26.0845,235.36,32.0
0.0265043,0.04008,1.28242,-0.601143,79.448,26.0785,231.878,32.0
0.0267583,0.0404321,0.98178,-0.273216,79.4987,26.0794,228.128,32.0
0.0265062,0.0408922,0.833964,0.054711,79.4019,26.0825,244.206,32.0
0.0267522,0.0418228,0.832769,0.382638,79.4612,26.087,224.536,32.0
0.0269545,0.0406081,0.683372,0.382638,79.3279,26.0849,247.108,32.9964
0.0264759,0.0408328,0.846476,0.054711,79.5062,26.0746,236.494,32.0037
0.0267853,0.0402238,0.564284,0.054711,79.4957,26.078,214.881,32.0
0.0266972,0.0401721,0.591966,-0.273216,79.496,26.0785,233.157,32.0
0.0265781,0.0400995,0.859058,0.054711,79.4855,26.0708,235.285,32.0
0.026018,0.039702,1.00657,-0.273216,79.4633,26.0724,237.831,32.0
0.0264762,0.0404795,0.783563,0.382638,79.446,26.0757,236.545,32.0
0.0265034,0.0397907,0.858808,0.054711,79.5131,26.0764,222.058,32.0
0.0260919,0.0400574,0.742346,0.382638,79.3817,26.0748,231.438,32.0
0.0268314,0.0397406,0.802777,-0.601143,79.5832,26.0801,245.094,32.0
0.0260314,0.0389607,0.711853,0.054711,79.5488,26.0763,231.263,32.0
0.0261722,0.0388749,0.787842,0.382638,79.5285,26.0696,227.449,32.0
0.0260268,0.0391746,0.668234,0.054711,79.4456,26.0685,232.404,32.0
0.0262773,0.0391821,0.736252,0.054711,79.5229,26.0794,240.844,32.0
0.0263075,0.040003,0.677948,-0.273216,79.6314,26.0812,231.045,32.0
0.0267908,0.038965,0.660655,0.382638,79.4099,26.0759,229.472,32.0
0.0258882,0.0392573,0.5958,0.054711,79.5217,26.0716,221.785,32.0
0.0265131,0.0389292,0.794264,0.054711,79.5404,26.0715,242.054,32.0
0.0260737,0.039083,1.1443,0.054711,79.3213,26.0715,220.592,32.0
0.0260932,0.0397348,1.17728,0.054711,79.2938,26.0714,231.483,32.0
0.0262174,0.0394995,0.728918,0.382638,79.4525,26.0684,220.792,32.0
0.0263285,0.0403605,0.777252,0.054711,79.394,26.0795,209.455,32.0
0.0263218,0.0399401,1.10398,0.054711,79.4706,26.0548,208.954,32.0
0.0260612,0.0403106,0.711692,0.710565,79.4269,26.0693,229.366,32.0
0.026613,0.0400804,1.0842,0.054711,79.1667,26.0585,231.799,32.0
0.026097,0.0399592,0.751383,-0.273216,79.3757,26.0609,227.046,32.0
0.0261413,0.0400463,0.936562,0.054711,79.2743,26.0516,230.091,32.0
0.0267903,0.0415158,0.838695,0.054711,79.4564,26.0667,235.362,32.0
0.0263077,0.0408857,0.596084,0.382638,79.3963,26.0522,230.203,32.0
0.026234,0.0417562,1.17451,0.054711,79.2131,26.0575,223.472,32.0
0.026683,0.0403173,0.927173,0.054711,79.3628,26.0516,234.86,32.0
0.0264638,0.0412853,1.03121,0.382638,79.2117,26.0516,220.688,32.0
0.0264768,0.0409415,1.15293,0.382638,79.2502,26.0471,207.401,32.0
0.0266695,0.0405707,1.28729,0.054711,79.3466,26.0444,231.677,32.9964
0.0264495,0.0405682,1.41101,0.382638,79.097,26.0404,246.744,32.0037
0.026472,0.0405325,1.26302,0.054711,79.2878,26.0427,227.469,32.0
0.0267527,0.0410871,1.3879,0.710565,79.0589,26.0425,240.62,32.0
0.0263011,0.0404416,1.3227,0.382638,79.2302,26.0512,230.203,32.0
0.0262728,0.0399184,1.33536,0.054711,79.076,26.0479,230.662,32.0
0.0266337,0.0398934,1.32687,0.054711,79.1966,26.0435,231.073,32.0
0.0261334,0.0400217,1.29981,0.054711,79.0459,26.0404,238.724,32.0
0.0259709,0.0397856,1.33321,0.054711,79.1549,26.0475,233.037,32.0
0.0263898,0.0398175,1.36582,0.054711,79.1654,26.0414,228.332,32.0
0.026358,0.040372,1.34691,0.054711,78.9475,26.0479,236.517,32.0
0.0261453,0.04011,1.09275,0.054711,79.1388,26.0422,231.402,32.9964
0.0260079,0.0401958,1.51258,0.054711,79.226,26.0529,248.852,32.0037
0.0265724,0.0402627,0.761158,-0.601143,79.1174,26.0489,231.322,32.0
0.0262775,0.039459,1.3,-0.273216,79.0966,26.0489,228.749,32.0
0.0260871,0.0402331,1.20901,0.054711,79.0981,26.0467,230.025,32.0
0.0260187,0.0405736,1.27936,0.054711,79.0015,26.0453,244.7,32.0
0.0259411,0.0401121,1.25089,0.054711,78.8912,26.0528,232.679,32.0
0.0263266,0.0411326,1.19419,0.054711,79.0627,26.0487,216.574,32.0
0.026287,0.0403678,1.1797,-0.273216,79.04,26.048,235.907,32.9964
0.0265341,0.0411636,1.33722,0.054711,79.238,26.0576,227.397,32.0037
0.0267056,0.0411457,0.891446,0.054711,79.1666,26.0568,228.801,32.0
0.026345,0.0405372,1.31589,0.710565,78.879,26.0665,239.481,32.0
0.0267857,0.0404346,1.20917,0.710565,79.0039,26.0614,236.82,32.0
0.0265252,0.0414493,0.841982,0.054711,79.1418,26.0597,219.838,32.0
0.0265439,0.0412595,1.44292,0.054711,78.9616,26.0632,240.726,32.0
0.0264274,0.0415759,0.467888,0.054711,79.1708,26.0672,206.374,32.9964
0.0267001,0.041647,1.34806,0.054711,78.8208,26.0661,243.561,32.0037
0.0265996,0.0412027,0.838094,0.054711,79.1927,26.0728,227.729,32.0
0.0263803,0.0407613,1.11849,0.054711,79.1666,26.0695,232.993,32.0
0.0268634,0.0406036,0.419745,0.382638,79.1782,26.0684,205.837,32.0
0.026509,0.0401469,1.14391,0.382638,78.8351,26.0684,239.811,32.0
0.0262883,0.040079,0.705264,0.382638,79.1585,26.0767,226.478,32.0
0.0261163,0.0397984,1.13534,0.054711,79.1739,26.0822,240.155,32.0
0.0266582,0.0407423,1.06948,-0.273216,79.0939,26.0756,230.084,32.0
0.0265202,0.0404297,1.33958,0.382638,79.2773,26.0826,244.123,32.0
0.0265148,0.0402737,0.6412,0.054711,79.0059,26.0789,224.395,32.0
0.0260478,0.0403061,0.643343,0.382638,79.0716,26.0732,231.809,32.9964
0.0263513,0.0397709,1.24472,0.054711,79.0317,26.0708,237.997,32.0037
0.0257958,0.0394688,0.723481,0.054711,79.031,26.0691,251.611,32.0
0.0260873,0.0398503,0.634389,0.054711,79.0292,26.0719,233.599,32.0
0.0255533,0.0390099,1.25164,-0.273216,79.0047,26.0634,226.773,32.0
0.0265194,0.0407451,0.54019,0.054711,78.9692,26.0704,233.404,32.0
0.0262651,0.0404012,1.09321,0.054711,78.8591,26.0659,222.809,32.0
0.0263694,0.0416512,0.658281,0.382638,78.9384,26.0648,244.469,32.0
0.0265144,0.0405845,1.47282,-0.273216,78.9844,26.0631,248.713,32.9964
0.0263017,0.04161,0.57736,0.054711,78.9244,26.0573,228.045,32.0037
0.0267814,0.0407752,0.609869,0.382638,79.0289,26.0568,236.447,32.9964
0.0262715,0.0406205,0.520814,-0.273216,79.0856,26.0604,227.537,32.0037
0.0265809,0.0419611,0.85691,0.710565,78.9083,26.051,224.984,32.0
0.0261963,0.0408106,0.6964,0.054711,78.9959,26.0563,209.438,32.0
0.0265768,0.0420812,0.824951,-0.273216,78.9076,26.0566,231.35,32.9964
0.0264567,0.0412632,0.626877,0.054711,79.045,26.0474,233.764,32.0037
0.0264233,0.0411309,0.62051,0.054711,78.938,26.05,231.458,32.0
0.0267429,0.0406997,1.16245,0.710565,78.9187,26.0597,254.947,32.0
0.0264059,0.040255,0.977104,0.054711,78.9375,26.054,230.411,32.9964
0.0267527,0.0402056,0.670354,0.382638,78.8339,26.0543,230.185,32.0037
0.026435,0.0401391,0.737792,0.054711,78.9518,26.0455,232.431,32.0
0.0261316,0.0403522,1.08553,0.382638,78.9729,26.0548,232.211,32.9964
0.0264429,0.0409377,0.783806,0.710565,78.8553,26.054,234.503,32.0037
0.026117,0.0400564,0.652876,0.382638,78.8349,26.0532,234.762,32.0
0.0260439,0.0391253,0.424235,0.054711,78.9559,26.0496,209.073,32.0
0.0263301,0.0392387,0.860875,-0.273216,78.9745,26.0557,246.186,32.9966
0.0259116,0.0393028,0.788141,0.054711,78.8864,26.0453,235.21,32.0035
0.0261411,0.0394968,1.18742,0.054711,78.8362,26.0489,231.949,32.0
0.0261993,0.0397687,1.13421,0.054711,78.83,26.0445,246.18,32.0
0.0258507,0.040936,0.548248,0.054711,78.8285,26.0425,217.767,32.0
0.0259039,0.0405403,1.21601,0.054711,78.8445,26.0409,230.159,32.0
0.0261174,0.0408189,0.907845,0.054711,78.9873,26.042,231.769,32.9966
0.0266254,0.0410263,0.823442,-0.273216,78.9317,26.0407,231.641,32.0035
0.0263587,0.0409256,0.903716,0.382638,78.8587,26.0403,245.41,32.0
0.0267151,0.0410856,0.953307,0.054711,78.8129,26.032,253.242,32.0
0.0262401,0.0407907,0.873592,0.054711,78.7924,26.0421,231.574,32.0
0.026437,0.0403466,0.912598,0.382638,78.7372,26.0396,225.282,32.0
0.0262651,0.0409788,1.40858,-0.273216,78.8024,26.036,251.082,32.0
0.0265054,0.0415195,0.908467,0.382638,78.9033,26.0375,207.544,32.0
0.0262545,0.0405541,0.982847,-0.273216,78.85,26.0289,232.405,32.0
0.0267418,0.0419496,0.909235,-0.273216,78.7269,26.0289,212.449,32.0035
0.0265626,0.0410778,1.31266,0.382638,78.9143,26.0437,233.478,32.0
0.0269189,0.0410834,0.917764,0.054711,78.8242,26.0261,229.304,32.0
0.026428,0.0407516,1.2324,-0.273216,78.899,26.0403,235.03,32.0
0.0263888,0.0405832,0.9776,0.054711,78.8363,26.029,231.665,32.0
0.0263491,0.0405374,1.00463,0.054711,78.8341,26.038,224.373,32.0
0.026477,0.0403789,1.00933,0.382638,78.9137,26.0273,230.987,32.0
0.0260752,0.0402554,1.02631,0.382638,78.7262,26.0307,232.342,32.0
0.0265993,0.040722,1.00759,0.054711,78.944,26.024,224.152,32.9966
0.0266466,0.0406031,1.13526,-0.273216,78.8553,26.0305,206.965,32.0035
0.0264579,0.0397227,1.06068,0.054711,78.9038,26.0209,231.585,32.0
0.0265719,0.0397594,1.47694,0.382638,78.7855,26.0159,233.501,32.0
0.0262455,0.0389698,1.3516,0.054711,78.8247,26.0158,234.963,32.9966
0.0261234,0.0388008,1.14458,0.054711,78.7678,26.021,224.305,32.0035
0.0259044,0.0392907,1.53576,-0.273216,78.7337,26.018,244.445,32.0
0.0263661,0.0398949,1.15551,0.382638,78.6792,26.0144,228.924,32.9966
0.0256815,0.0404978,1.20596,0.054711,78.6888,26.0224,239.529,32.0035
0.0262807,0.0400772,1.37413,0.054711,78.6026,26.0136,239.602,32.0
0.026261,0.0400612,1.21024,0.382638,78.6588,26.0221,226.943,32.0
0.0263152,0.0394704,1.08952,0.054711,78.6536,26.0124,235.739,32.9966
0.0262863,0.0400023,1.57216,0.054711,78.5868,26.0169,253.795,32.0035
0.0261033,0.0400763,1.44265,0.054711,78.5967,26.0108,243.493,32.0
0.0260274,0.0400002,1.31545,0.054711,78.3821,26.0137,231.6,32.0
0.0264461,0.0404207,1.07835,-0.273216,78.5649,26.0256,252.739,32.0
0.0259368,0.0401968,1.19038,0.054711,78.7314,26.0123,238.533,32.9966
0.0266481,0.0408637,1.40269,0.054711,78.4685,26.0318,237.575,32.0035
0.0265882,0.0413079,1.30335,-0.273216,78.5205,26.0113,235.102,32.0
0.0264425,0.040748,1.01332,0.382638,78.6124,26.0181,252.747,32.9966
0.0265674,0.0404539,1.17053,-0.273216,78.646,26.012,226.299,32.0035
0.0266721,0.0408213,1.44867,0.382638,78.4808,26.0153,253.828,32.0
0.0262742,0.040581,1.20068,-0.273216,78.3801,26.0188,230.89,32.0
0.0261734,0.0409641,1.19602,0.054711,78.6614,26.0076,232.729,32.9966
0.0265943,0.0417574,0.841921,0.054711,78.3801,26.0099,217.432,32.0035
0.0260146,0.0411087,1.06671,0.054711,78.5088,26.0055,221.948,32.0
0.0268156,0.0419763,1.11897,0.382638,78.4324,26.0063,234.112,32.0
0.0265157,0.0421464,1.20053,0.054711,78.4033,26.005,244.214,32.0
0.0266899,0.042174,0.913685,0.054711,78.6049,26.0009,207.561,32.9966
0.0265168,0.0409183,0.800008,0.382638,78.6968,26.0008,224.531,32.0035
0.0264734,0.0412594,0.781839,-0.273216,78.2708,26.0074,225.401,32.0
0.0264343,0.0409746,1.40919,0.382638,78.5185,26.0103,241.772,32.0
0.0264575,0.0411736,0.792894,0.054711,78.2029,25.9974,207.519,32.9966
0.0270444,0.0419956,1.13565,0.054711,78.3808,25.9932,220.198,32.0035
0.0264971,0.0410914,0.394539,0.054711,78.4135,25.9983,222.834,32.0
0.0267506,0.0413645,1.11967,0.382638,78.4001,25.9991,219.744,32.9966
0.026938,0.0412881,0.839274,0.382638,78.2686,25.9991,247.881,32.0035
0.0263463,0.0405678,1.12472,0.054711,78.2607,25.9962,237.591,32.0
0.0266074,0.0406191,0.693211,0.382638,78.3087,26.003,214.284,32.0
0.026408,0.0402436,1.02525,0.054711,78.2848,25.9997,234.911,32.0
0.0262043,0.0403824,1.10828,-0.273216,78.3091,25.9939,232.397,32.9966
0.0262881,0.0395933,1.03598,0.054711,78.3558,25.9979,236.209,32.0035
0.0256434,0.0385842,1.06956,0.054711,78.241,25.9893,235.217,32.0
0.0261721,0.0392606,0.623226,0.054711,78.3954,25.9937,222.892,32.0
0.0259975,0.0385906,0.641927,0.054711,78.4158,26.0033,229.518,32.0
0.0260733,0.0393753,0.648586,-0.273216,78.238,25.9897,231.523,32.0
0.0260601,0.038797,1.06834,0.054711,78.252,25.9968,224.505,32.9966
0.0260331,0.0386809,0.726214,0.054711,78.2303,25.9968,235.294,31.0071
0.0257152,0.0386432,0.919711,0.054711,78.3277,25.9924,219.433,32.9934
0.0259328,0.0394455,1.06667,0.054711,78.3382,25.9973,236.449,32.0035
0.0260452,0.0397455,0.736728,0.382638,78.3255,26.0018,253.776,32.0
0.0258423,0.0396442,0.879333,0.382638,78.3229,25.9968,240.787,32.0
0.0265058,0.0398852,0.95019,0.054711,78.3597,25.9987,251.633,32.9966
0.0262249,0.0398755,0.461965,0.054711,78.2642,26.0021,224.146,32.0035
0.0266036,0.0399247,0.527708,-0.273216,78.4255,26.003,228.395,32.0
0.0263684,0.0395482,0.596371,0.054711,78.4639,25.9979,236.374,32.9966
0.0265352,0.039752,0.988952,0.054711,78.4067,26.009,236.688,31.0071
0.0260571,0.0396343,0.463262,0.382638,78.3858,26.0089,226.479,32.9934
0.0262527,0.0407192,0.63893,-0.273216,78.3651,26.0008,226.757,32.0
0.0262032,0.0405391,0.588257,0.054711,78.2797,26.0063,234.717,32.0
0.0267747,0.0406427,0.786827,0.054711,78.342,26.016,238.851,32.0
0.0265571,0.0407561,0.625156,0.054711,78.4246,26.0178,231.405,32.9966
0.0269836,0.04057,0.804185,0.054711,78.3833,26.0071,229.321,32.0035
0.0265905,0.0397641,0.906861,0.382638,78.4128,25.9945,238.283,32.0
0.0264819,0.0398494,0.796593,0.382638,78.4241,26.0077,219.141,32.0
0.026471,0.0402565,0.985693,0.054711,78.3996,26.008,228.06,32.0
0.0268673,0.0407254,1.01337,-0.273216,78.4016,26.0021,238.751,32.0
0.0265257,0.0409842,0.895436,0.054711,78.5652,26.0064,230.928,32.0
0.0265517,0.0403697,0.502275,0.382638,78.326,26.0027,205.797,32.0
0.0268056,0.0411595,0.837387,0.054711,78.4077,25.9981,230.527,32.0
0.0266147,0.0404394,0.583412,0.054711,78.4295,26.0077,229.991,32.0
0.0268972,0.0399836,0.855077,-0.273216,78.4522,26.0033,231.451,32.0
0.0266672,0.0401687,0.47434,-0.273216,78.3774,26.004,223.485,32.0
0.0266612,0.0404796,0.850096,-0.601143,78.4709,26.0084,233.984,32.0
0.0265211,0.0401067,0.493086,0.710565,78.4923,25.9993,217.354,32.0
0.0266542,0.0408422,0.880849,0.054711,78.5128,26.0027,233.061,32.0
0.026232,0.040503,0.882473,0.054711,78.4889,26.0006,226.616,32.9966
0.0266183,0.0409672,0.533013,-0.273216,78.3643,26.007,233.102,32.0035
0.0267017,0.0416587,0.968726,0.054711,78.3359,26.0037,225.932,32.0
0.0264797,0.0401971,1.21975,0.054711,78.3857,26.0037,231.502,32.0
0.0265755,0.0402347,0.589635,-0.273216,78.2955,26.0045,237.564,32.0
0.0267099,0.0398625,0.8342,0.054711,78.4556,25.9975,212.449,32.0
0.026721,0.0406073,1.00544,0.054711,78.3692,26.0024,242.197,32.0
0.0265483,0.0404239,0.778218,0.382638,78.4535,26.0016,230.84,32.9966
0.0264473,0.0402524,1.24108,0.054711,78.338,25.9996,232.351,32.0035
0.0266826,0.0408649,0.913966,0.054711,78.3964,26.0051,227.687,32.0
0.0264687,0.0404749,1.46153,0.054711,78.4203,26.0122,253.308,32.0
0.0264351,0.0398456,1.31911,0.382638,78.4512,26.0006,237.539,32.0
0.0267394,0.0413135,0.958525,-0.273216,78.3523,26.0002,237.294,32.0
0.0262919,0.039558,1.03068,-0.273216,78.446,26.0086,228.426,32.9969
0.0267647,0.0411227,0.917624,-0.601143,78.4243,26.0007,231.535,32.0032
0.0267354,0.0403694,1.29145,0.382638,78.5534,26.0038,232.263,32.0
0.0264659,0.0403569,1.30441,-0.273216,78.4816,26.0019,232.821,32.9969
